ID,Vistas Sí/No,Vistas,Primera línea,Wifi,Aire acondicionado,Aparcamiento Sí/No,Aparcamiento
4588053,0,No disponible,0,0,0,0,No disponible
38686169,0,No disponible,0,1,1,1,De pago
28329645,0,No disponible,0,1,1,1,Gratuito
1247304,0,No disponible,0,0,0,0,No disponible
21421927,0,No disponible,0,0,0,0,No disponible
13988785,0,No disponible,0,0,0,0,No disponible
15794719,0,No disponible,0,0,0,0,No disponible
958020,0,No disponible,0,0,0,0,No disponible
361488,0,No disponible,0,0,0,0,No disponible
30796729,0,No disponible,0,0,0,0,No disponible
21874308,0,No disponible,0,1,1,0,No disponible
24929325,0,No disponible,0,0,0,0,No disponible
22351337,0,No disponible,0,0,0,0,No disponible
15030779,0,No disponible,0,0,0,0,No disponible
21925631,0,No disponible,0,0,0,0,No disponible
5146545,0,No disponible,0,0,0,0,No disponible
44332038,0,No disponible,0,1,1,1,Gratuito
30491670,0,No disponible,0,0,0,0,No disponible
19033087,0,No disponible,0,0,0,0,No disponible
21689261,0,No disponible,0,0,0,0,No disponible
36511498,0,No disponible,0,0,0,0,No disponible
40555066,0,No disponible,0,0,0,0,No disponible
26546841,0,No disponible,0,1,0,0,No disponible
19155983,0,No disponible,0,0,0,0,No disponible
26315312,0,No disponible,0,0,0,0,No disponible
22235983,0,No disponible,0,0,0,0,No disponible
31011138,0,No disponible,0,0,0,0,No disponible
24599116,0,No disponible,0,0,0,0,No disponible
42773374,0,No disponible,0,0,0,0,No disponible
14997405,0,No disponible,0,1,1,1,De pago
20058854,0,No disponible,0,0,0,0,No disponible
42536918,0,No disponible,0,0,0,0,No disponible
15895265,0,No disponible,0,0,0,0,No disponible
19970424,0,No disponible,0,0,0,0,No disponible
15325670,0,No disponible,0,0,0,0,No disponible
20516130,0,No disponible,0,0,0,0,No disponible
19438429,0,No disponible,0,0,0,0,No disponible
8455978,0,No disponible,0,0,0,0,No disponible
19465513,0,No disponible,0,0,0,0,No disponible
41896971,0,No disponible,0,1,0,0,No disponible
20153715,0,No disponible,0,0,0,0,No disponible
20179993,0,No disponible,0,0,0,0,No disponible
30564249,0,No disponible,0,0,0,0,No disponible
39191065,0,No disponible,0,0,0,0,No disponible
31666817,0,No disponible,0,0,0,0,No disponible
35912049,0,No disponible,0,0,0,0,No disponible
26810396,0,No disponible,0,0,0,0,No disponible
15555722,0,No disponible,0,0,0,0,No disponible
1194696,0,No disponible,0,0,0,0,No disponible
21877838,0,No disponible,0,0,0,0,No disponible
19903806,0,No disponible,0,0,0,0,No disponible
15234209,0,No disponible,0,0,0,0,No disponible
42476304,0,No disponible,0,1,1,0,No disponible
29478014,0,No disponible,0,0,0,0,No disponible
3184899,0,No disponible,0,0,0,0,No disponible
18521609,0,No disponible,0,0,0,0,No disponible
18680575,0,No disponible,0,1,1,1,Gratuito
37344220,0,No disponible,0,0,0,0,No disponible
22495558,0,No disponible,0,0,0,0,No disponible
45980553,0,No disponible,0,1,0,1,Gratuito
13441952,0,No disponible,0,0,0,0,No disponible
27524198,0,No disponible,0,0,0,0,No disponible
26840346,0,No disponible,0,0,0,0,No disponible
14216516,0,No disponible,0,0,0,0,No disponible
1871218,0,No disponible,0,0,0,0,No disponible
24661861,0,No disponible,0,0,0,0,No disponible
20925926,0,No disponible,0,0,0,0,No disponible
18190503,0,No disponible,0,0,0,0,No disponible
24114647,0,No disponible,0,0,0,0,No disponible
28334769,0,No disponible,0,0,0,0,No disponible
32154529,0,No disponible,0,0,0,0,No disponible
21774920,0,No disponible,0,0,0,0,No disponible
22546370,0,No disponible,0,0,0,0,No disponible
37065919,0,No disponible,0,0,0,0,No disponible
17152296,0,No disponible,0,1,1,0,No disponible
26567333,0,No disponible,0,0,0,0,No disponible
15245258,0,No disponible,0,0,0,0,No disponible
16777722,0,No disponible,0,0,0,0,No disponible
13875398,0,No disponible,0,0,0,0,No disponible
7879795,0,No disponible,0,0,0,0,No disponible
23281523,0,No disponible,0,0,0,0,No disponible
28521901,0,No disponible,0,0,0,0,No disponible
31410915,0,No disponible,0,0,0,0,No disponible
32118599,0,No disponible,0,0,0,0,No disponible
33448132,0,No disponible,0,1,1,0,No disponible
7907083,0,No disponible,0,1,0,0,No disponible
19205415,0,No disponible,0,0,0,0,No disponible
18536413,0,No disponible,0,0,0,0,No disponible
27727159,0,No disponible,0,0,0,0,No disponible
13768289,0,No disponible,0,0,0,0,No disponible
12462474,0,No disponible,0,0,0,0,No disponible
2872568,0,No disponible,0,0,0,0,No disponible
20548275,0,No disponible,0,0,0,0,No disponible
1670427,0,No disponible,0,1,1,1,De pago
42899671,0,No disponible,0,0,0,0,No disponible
4068098,0,No disponible,0,0,0,0,No disponible
15895803,0,No disponible,0,0,0,0,No disponible
8011473,0,No disponible,0,0,0,0,No disponible
13792342,0,No disponible,0,0,0,0,No disponible
6763803,0,No disponible,0,0,0,0,No disponible
10490005,0,No disponible,0,1,1,1,Gratuito
35900067,0,No disponible,0,0,0,0,No disponible
32883433,0,No disponible,0,1,1,0,No disponible
15883288,0,No disponible,0,0,0,0,No disponible
14003023,0,No disponible,0,0,0,0,No disponible
32313873,0,No disponible,0,1,1,1,De pago
449218,0,No disponible,0,1,1,1,De pago
14287583,0,No disponible,0,1,0,0,No disponible
33451974,0,No disponible,0,0,0,0,No disponible
43897607,0,No disponible,0,1,1,1,Gratuito
6415505,0,No disponible,0,0,0,0,No disponible
31856554,0,No disponible,0,1,0,0,No disponible
21500478,0,No disponible,0,0,0,0,No disponible
39853496,0,No disponible,0,0,0,0,No disponible
1921506,0,No disponible,0,0,0,0,No disponible
33439778,0,No disponible,0,0,0,0,No disponible
4836253,0,No disponible,0,0,0,0,No disponible
363601,0,No disponible,0,1,1,1,De pago
34522997,0,No disponible,0,0,0,0,No disponible
41231078,0,No disponible,0,0,0,0,No disponible
847195,0,No disponible,0,0,0,0,No disponible
27101716,0,No disponible,0,0,0,0,No disponible
24295968,0,No disponible,0,1,1,1,Gratuito
33682040,0,No disponible,0,0,0,0,No disponible
26794038,0,No disponible,0,0,0,0,No disponible
22419289,0,No disponible,0,0,0,0,No disponible
5792851,0,No disponible,0,0,0,0,No disponible
8755195,0,No disponible,0,0,0,0,No disponible
27766690,0,No disponible,0,1,0,1,De pago
18246902,0,No disponible,0,0,0,0,No disponible
19764608,0,No disponible,0,0,0,0,No disponible
34706476,0,No disponible,0,0,0,0,No disponible
23001940,0,No disponible,0,0,0,0,No disponible
759035,0,No disponible,0,0,0,0,No disponible
3227641,0,No disponible,0,0,0,0,No disponible
13277929,0,No disponible,0,0,0,0,No disponible
3023748,0,No disponible,0,0,0,0,No disponible
5542982,0,No disponible,0,0,0,0,No disponible
1250133,0,No disponible,0,0,0,0,No disponible
32637487,0,No disponible,0,0,0,0,No disponible
15179188,0,No disponible,0,1,1,1,De pago
14080358,0,No disponible,0,0,0,0,No disponible
27133719,0,No disponible,0,0,0,0,No disponible
1145799,0,No disponible,0,0,0,0,No disponible
6747678,0,No disponible,0,0,0,0,No disponible
13953033,0,No disponible,0,0,0,0,No disponible
11215157,0,No disponible,0,0,0,0,No disponible
13790837,0,No disponible,0,0,0,0,No disponible
16688770,0,No disponible,0,1,0,1,De pago
18836909,0,No disponible,0,0,0,0,No disponible
735157,0,No disponible,0,0,0,0,No disponible
14053504,0,No disponible,0,0,0,0,No disponible
33701853,0,No disponible,0,0,0,0,No disponible
32947698,0,No disponible,0,0,0,0,No disponible
15048152,0,No disponible,0,0,0,0,No disponible
9949200,0,No disponible,0,0,0,0,No disponible
2758891,0,No disponible,0,0,0,0,No disponible
1540924,0,No disponible,0,0,0,0,No disponible
1529472,0,No disponible,0,0,0,0,No disponible
37195463,0,No disponible,0,0,0,0,No disponible
18082152,0,No disponible,0,0,0,0,No disponible
3012570,0,No disponible,0,0,0,0,No disponible
37124926,0,No disponible,0,0,0,0,No disponible
23124779,0,No disponible,0,0,0,0,No disponible
14963633,0,No disponible,0,0,0,0,No disponible
42655019,0,No disponible,0,0,0,0,No disponible
21039345,0,No disponible,0,0,0,0,No disponible
20828397,0,No disponible,0,1,1,1,Gratuito
16264662,0,No disponible,0,0,0,0,No disponible
37513909,0,No disponible,0,0,0,0,No disponible
45173615,0,No disponible,0,1,1,1,Gratuito
5123133,0,No disponible,0,0,0,0,No disponible
29703764,0,No disponible,0,0,0,0,No disponible
923140,0,No disponible,0,0,0,0,No disponible
22633999,0,No disponible,0,0,0,0,No disponible
32812006,0,No disponible,0,0,0,0,No disponible
37075744,0,No disponible,0,1,0,1,Gratuito
22857304,0,No disponible,0,0,0,0,No disponible
18482107,0,No disponible,0,0,0,0,No disponible
13510273,0,No disponible,0,0,0,0,No disponible
42378231,0,No disponible,0,0,0,0,No disponible
961665,0,No disponible,0,1,1,1,Gratuito
640268,0,No disponible,0,0,0,0,No disponible
3591001,0,No disponible,0,0,0,0,No disponible
24437144,0,No disponible,0,0,0,0,No disponible
23390169,0,No disponible,0,0,0,0,No disponible
35314072,0,No disponible,0,0,0,0,No disponible
27300849,0,No disponible,0,0,0,0,No disponible
3337390,0,No disponible,0,0,0,0,No disponible
27561044,0,No disponible,0,0,0,0,No disponible
30962844,0,No disponible,0,0,0,0,No disponible
43472008,0,No disponible,0,1,0,0,No disponible
40443116,0,No disponible,0,0,0,0,No disponible
18300576,0,No disponible,0,0,0,0,No disponible
3692920,0,No disponible,0,0,0,0,No disponible
4079653,0,No disponible,0,1,1,1,De pago
4799313,0,No disponible,0,0,0,0,No disponible
20909041,0,No disponible,0,0,0,0,No disponible
27162725,0,No disponible,0,0,0,0,No disponible
18412722,0,No disponible,0,0,0,0,No disponible
19569193,0,No disponible,0,0,0,0,No disponible
22701798,0,No disponible,0,0,0,0,No disponible
15968763,0,No disponible,0,0,0,0,No disponible
3454239,0,No disponible,0,1,1,0,No disponible
24096540,0,No disponible,0,0,0,0,No disponible
11519240,0,No disponible,0,1,0,1,De pago
3478893,0,No disponible,0,0,0,0,No disponible
34670875,0,No disponible,0,1,0,0,No disponible
11736309,0,No disponible,0,0,0,0,No disponible
18452162,0,No disponible,0,1,1,1,Gratuito
21471897,0,No disponible,0,0,0,0,No disponible
14074210,0,No disponible,0,0,0,0,No disponible
1860688,0,No disponible,0,0,0,0,No disponible
15467299,0,No disponible,0,0,0,0,No disponible
23153560,0,No disponible,0,0,0,0,No disponible
4754971,0,No disponible,0,1,1,0,No disponible
30396922,0,No disponible,0,0,0,0,No disponible
21513219,0,No disponible,0,0,0,0,No disponible
23782890,0,No disponible,0,0,0,0,No disponible
3943443,0,No disponible,0,0,0,0,No disponible
18378619,0,No disponible,0,0,0,0,No disponible
10672160,0,No disponible,0,0,0,0,No disponible
21971229,0,No disponible,0,0,0,0,No disponible
7337595,0,No disponible,0,0,0,0,No disponible
17505545,0,No disponible,0,0,0,0,No disponible
25769801,0,No disponible,0,0,0,0,No disponible
45803831,0,No disponible,0,0,1,0,No disponible
22634932,0,No disponible,0,0,0,0,No disponible
38373634,0,No disponible,0,0,0,0,No disponible
24816210,0,No disponible,0,0,0,0,No disponible
23138068,0,No disponible,0,0,0,0,No disponible
9250389,0,No disponible,0,1,1,1,Gratuito
34973476,0,No disponible,0,0,0,0,No disponible
21508343,0,No disponible,0,0,0,0,No disponible
814174,0,No disponible,0,1,1,0,No disponible
30708597,0,No disponible,0,0,0,0,No disponible
21245032,0,No disponible,0,0,0,0,No disponible
1361784,0,No disponible,0,0,0,0,No disponible
23955335,0,No disponible,0,0,0,0,No disponible
13983890,0,No disponible,0,0,0,0,No disponible
32590816,0,No disponible,0,0,0,0,No disponible
20071436,0,No disponible,0,0,0,0,No disponible
31968574,0,No disponible,0,0,0,0,No disponible
32683749,0,No disponible,0,0,0,0,No disponible
34493504,0,No disponible,0,0,0,0,No disponible
20081814,0,No disponible,0,0,0,0,No disponible
10442982,0,No disponible,0,0,0,0,No disponible
15575144,0,No disponible,0,0,0,0,No disponible
16385573,0,No disponible,0,0,0,0,No disponible
31381515,0,No disponible,0,0,0,0,No disponible
27702437,0,No disponible,0,0,0,0,No disponible
39773917,0,No disponible,0,0,0,0,No disponible
12869712,0,No disponible,0,0,0,0,No disponible
31550087,0,No disponible,0,0,0,0,No disponible
33115207,0,No disponible,0,0,0,0,No disponible
14569945,0,No disponible,0,0,0,0,No disponible
26855289,0,No disponible,0,0,0,0,No disponible
17471152,0,No disponible,0,0,0,0,No disponible
34440721,0,No disponible,0,1,1,0,No disponible
32781873,0,No disponible,0,0,0,0,No disponible
11524615,0,No disponible,0,1,1,0,No disponible
42507196,0,No disponible,0,1,0,0,No disponible
5854424,0,No disponible,0,0,0,0,No disponible
29874786,0,No disponible,0,0,0,0,No disponible
41834707,0,No disponible,0,0,0,0,No disponible
20945095,0,No disponible,0,0,0,0,No disponible
5657279,0,No disponible,0,0,0,0,No disponible
29329365,0,No disponible,0,0,0,0,No disponible
6928805,0,No disponible,0,0,0,0,No disponible
1672204,0,No disponible,0,0,0,0,No disponible
26864022,0,No disponible,0,1,1,1,De pago
34193630,0,No disponible,0,0,0,0,No disponible
7938522,0,No disponible,0,0,0,0,No disponible
24041862,0,No disponible,0,0,0,0,No disponible
20260134,0,No disponible,0,0,0,0,No disponible
34101250,0,No disponible,0,0,0,0,No disponible
41958411,0,No disponible,0,0,0,0,No disponible
36875819,0,No disponible,0,0,0,0,No disponible
5835250,0,No disponible,0,0,0,0,No disponible
32185826,0,No disponible,0,1,1,0,No disponible
21705498,0,No disponible,0,0,0,0,No disponible
23560890,0,No disponible,0,1,1,0,No disponible
3826309,0,No disponible,0,1,0,1,De pago
23272446,0,No disponible,0,0,0,0,No disponible
1314735,0,No disponible,0,0,0,0,No disponible
25860875,0,No disponible,0,0,0,0,No disponible
1287567,0,No disponible,0,0,0,0,No disponible
21910820,0,No disponible,0,0,0,0,No disponible
14235627,0,No disponible,0,0,0,0,No disponible
23212743,0,No disponible,0,0,0,0,No disponible
24689035,0,No disponible,0,0,0,0,No disponible
20631554,0,No disponible,0,0,0,0,No disponible
18534416,0,No disponible,0,0,0,0,No disponible
21290246,0,No disponible,0,0,0,0,No disponible
21721664,0,No disponible,0,0,0,0,No disponible
25116518,0,No disponible,0,0,0,0,No disponible
32198606,0,No disponible,0,0,0,0,No disponible
28947319,0,No disponible,0,0,0,0,No disponible
20060979,0,No disponible,0,0,0,0,No disponible
19469108,0,No disponible,0,0,0,0,No disponible
3068843,0,No disponible,0,0,0,0,No disponible
2252574,0,No disponible,0,0,0,0,No disponible
19550741,0,No disponible,0,0,0,0,No disponible
16867177,0,No disponible,0,0,0,0,No disponible
44092960,0,No disponible,0,1,1,0,No disponible
44368977,0,No disponible,0,1,1,0,No disponible
4994458,0,No disponible,0,1,0,1,Gratuito
14001383,0,No disponible,0,0,0,0,No disponible
23727792,0,No disponible,0,0,0,0,No disponible
5740305,0,No disponible,0,0,0,0,No disponible
18560382,0,No disponible,0,0,0,0,No disponible
23066523,0,No disponible,0,0,0,0,No disponible
39212799,0,No disponible,0,0,0,0,No disponible
32358784,0,No disponible,0,0,0,0,No disponible
2344485,0,No disponible,0,0,0,0,No disponible
30723551,0,No disponible,0,1,1,1,Gratuito
4401797,0,No disponible,0,0,0,0,No disponible
38499809,0,No disponible,0,0,0,0,No disponible
23758038,0,No disponible,0,0,0,0,No disponible
18012071,0,No disponible,0,0,0,0,No disponible
610246,0,No disponible,0,0,0,0,No disponible
24428148,0,No disponible,0,0,0,0,No disponible
1440247,0,No disponible,0,0,0,0,No disponible
31829223,0,No disponible,0,0,0,0,No disponible
31868834,0,No disponible,0,0,0,0,No disponible
24889262,0,No disponible,0,0,0,0,No disponible
22542701,0,No disponible,0,0,0,0,No disponible
40446567,0,No disponible,0,0,0,0,No disponible
14996558,0,No disponible,0,0,0,0,No disponible
1199380,0,No disponible,0,0,0,0,No disponible
14392407,0,No disponible,0,0,0,0,No disponible
38659597,0,No disponible,0,0,0,0,No disponible
23505439,0,No disponible,0,0,0,0,No disponible
14965707,0,No disponible,0,0,0,0,No disponible
34960422,0,No disponible,0,1,1,0,No disponible
17290470,0,No disponible,0,0,0,0,No disponible
12542324,0,No disponible,0,0,0,0,No disponible
21305453,0,No disponible,0,0,0,0,No disponible
9767886,0,No disponible,0,0,0,0,No disponible
35382029,0,No disponible,0,1,1,1,Gratuito
32685833,0,No disponible,0,0,0,0,No disponible
23562718,0,No disponible,0,0,0,0,No disponible
956256,0,No disponible,0,0,0,0,No disponible
32205656,0,No disponible,0,1,1,1,Gratuito
17071473,0,No disponible,0,0,0,0,No disponible
40285387,0,No disponible,0,0,0,0,No disponible
15769906,0,No disponible,0,0,0,0,No disponible
23193038,0,No disponible,0,0,0,0,No disponible
14097428,0,No disponible,0,0,0,0,No disponible
19633742,0,No disponible,0,0,0,0,No disponible
13684556,0,No disponible,0,0,0,0,No disponible
16869002,0,No disponible,0,0,0,0,No disponible
43675003,0,No disponible,0,0,0,0,No disponible
12528188,0,No disponible,0,0,0,0,No disponible
40304751,0,No disponible,0,1,1,1,De pago
896291,0,No disponible,0,0,0,0,No disponible
10581101,0,No disponible,0,0,0,0,No disponible
848480,0,No disponible,0,0,0,0,No disponible
21693248,0,No disponible,0,0,0,0,No disponible
14193221,0,No disponible,0,0,0,0,No disponible
725659,0,No disponible,0,0,0,0,No disponible
38673115,0,No disponible,0,0,0,0,No disponible
18993315,0,No disponible,0,0,0,0,No disponible
20675153,0,No disponible,0,0,0,0,No disponible
6580618,0,No disponible,0,0,0,0,No disponible
36300145,0,No disponible,0,0,0,0,No disponible
26180556,0,No disponible,0,0,0,0,No disponible
14271969,0,No disponible,0,1,1,0,No disponible
9288970,0,No disponible,0,0,0,0,No disponible
38721046,0,No disponible,0,1,1,0,No disponible
32591234,0,No disponible,0,0,0,0,No disponible
45575239,0,No disponible,0,1,1,0,No disponible
18843730,0,No disponible,0,0,0,0,No disponible
16091088,0,No disponible,0,0,0,0,No disponible
3879404,0,No disponible,0,0,0,0,No disponible
31055821,0,No disponible,0,0,0,0,No disponible
24626723,0,No disponible,0,0,0,0,No disponible
17464617,0,No disponible,0,0,0,0,No disponible
37073803,0,No disponible,0,0,0,0,No disponible
35711519,0,No disponible,0,0,0,0,No disponible
24572335,0,No disponible,0,0,0,0,No disponible
27154808,0,No disponible,0,0,0,0,No disponible
22873528,0,No disponible,0,0,0,0,No disponible
36307549,0,No disponible,0,0,0,0,No disponible
25025564,0,No disponible,0,0,0,0,No disponible
20419267,0,No disponible,0,0,0,0,No disponible
7817899,0,No disponible,0,0,0,0,No disponible
23955482,0,No disponible,0,0,0,0,No disponible
41900844,0,No disponible,0,0,0,0,No disponible
25342306,0,No disponible,0,0,0,0,No disponible
13575342,0,No disponible,0,0,0,0,No disponible
17253251,0,No disponible,0,0,0,0,No disponible
25705741,0,No disponible,0,0,0,0,No disponible
36886780,0,No disponible,0,0,0,0,No disponible
4970465,0,No disponible,0,0,0,0,No disponible
679664,0,No disponible,0,0,0,0,No disponible
16152053,0,No disponible,0,1,1,0,No disponible
6139692,0,No disponible,0,0,0,0,No disponible
17044953,0,No disponible,0,0,0,0,No disponible
29582471,0,No disponible,0,0,0,0,No disponible
12405589,0,No disponible,0,0,0,0,No disponible
32662927,0,No disponible,0,0,0,0,No disponible
28246195,0,No disponible,0,0,0,0,No disponible
23167066,0,No disponible,0,1,1,1,De pago
2870693,0,No disponible,0,0,0,0,No disponible
2424236,0,No disponible,0,0,0,0,No disponible
41873176,0,No disponible,0,1,0,0,No disponible
38261282,0,No disponible,0,0,0,0,No disponible
42761559,0,No disponible,0,0,0,0,No disponible
3020779,0,No disponible,0,0,0,0,No disponible
23320935,0,No disponible,0,0,0,0,No disponible
16175763,0,No disponible,0,0,0,0,No disponible
20987292,0,No disponible,0,0,0,0,No disponible
15055155,0,No disponible,0,0,0,0,No disponible
15716926,0,No disponible,0,1,1,1,Gratuito
13346835,0,No disponible,0,0,0,0,No disponible
34500932,0,No disponible,0,0,0,0,No disponible
7885189,0,No disponible,0,0,0,0,No disponible
761744,0,No disponible,0,0,0,0,No disponible
18235509,0,No disponible,0,0,0,0,No disponible
22336078,0,No disponible,0,0,0,0,No disponible
15953046,0,No disponible,0,1,1,1,Gratuito
21853,0,No disponible,0,0,0,0,No disponible
16393729,0,No disponible,0,1,1,1,De pago
16376940,0,No disponible,0,0,0,0,No disponible
22219755,0,No disponible,0,0,0,0,No disponible
17798209,0,No disponible,0,1,1,1,Gratuito
10807501,0,No disponible,0,0,0,0,No disponible
31666053,0,No disponible,0,0,0,0,No disponible
16425293,0,No disponible,0,0,0,0,No disponible
36747189,0,No disponible,0,1,1,1,De pago
23282272,0,No disponible,0,1,1,0,No disponible
17635672,0,No disponible,0,0,0,0,No disponible
629087,0,No disponible,0,0,0,0,No disponible
20931353,0,No disponible,0,0,0,0,No disponible
1196447,0,No disponible,0,0,0,0,No disponible
18460134,0,No disponible,0,1,1,1,Gratuito
19410032,0,No disponible,0,0,0,0,No disponible
33056757,0,No disponible,0,0,0,0,No disponible
35642542,0,No disponible,0,0,0,0,No disponible
13539028,0,No disponible,0,0,0,0,No disponible
25619817,0,No disponible,0,0,0,1,Gratuito
20067919,0,No disponible,0,0,0,0,No disponible
28489710,0,No disponible,0,0,0,0,No disponible
21761186,0,No disponible,0,0,0,0,No disponible
12500680,0,No disponible,0,0,0,0,No disponible
16358569,0,No disponible,0,0,0,0,No disponible
17211188,0,No disponible,0,0,0,0,No disponible
10442879,0,No disponible,0,0,0,0,No disponible
8442992,0,No disponible,0,0,0,0,No disponible
9784279,0,No disponible,0,0,0,0,No disponible
24629879,0,No disponible,0,0,0,0,No disponible
20629123,0,No disponible,0,0,0,0,No disponible
9422043,0,No disponible,0,0,0,0,No disponible
582364,0,No disponible,0,0,0,0,No disponible
12420090,0,No disponible,0,0,0,0,No disponible
22878458,0,No disponible,0,0,0,0,No disponible
42572011,0,No disponible,0,0,0,0,No disponible
29010745,0,No disponible,0,1,1,1,De pago
34410674,0,No disponible,0,1,1,1,Gratuito
5693344,0,No disponible,0,0,0,0,No disponible
7324276,0,No disponible,0,0,0,0,No disponible
37645580,0,No disponible,0,0,0,0,No disponible
7453345,0,No disponible,0,0,0,0,No disponible
22409839,0,No disponible,0,0,0,0,No disponible
34697452,0,No disponible,0,0,0,0,No disponible
4648324,0,No disponible,0,0,0,0,No disponible
33799766,0,No disponible,0,0,0,0,No disponible
19373600,0,No disponible,0,0,0,0,No disponible
30536211,0,No disponible,0,0,0,0,No disponible
36207888,0,No disponible,0,1,1,1,Gratuito
11486871,0,No disponible,0,0,0,0,No disponible
30493550,0,No disponible,0,0,0,0,No disponible
23457582,0,No disponible,0,0,0,0,No disponible
19294912,0,No disponible,0,0,0,0,No disponible
19406810,0,No disponible,0,0,0,0,No disponible
26243764,0,No disponible,0,1,1,0,No disponible
34806811,0,No disponible,0,0,0,0,No disponible
19185015,0,No disponible,0,0,0,0,No disponible
9891769,0,No disponible,0,0,0,0,No disponible
32681308,0,No disponible,0,0,0,0,No disponible
17454279,0,No disponible,0,0,0,0,No disponible
34641195,0,No disponible,0,0,0,0,No disponible
35047767,0,No disponible,0,1,1,1,Gratuito
6740609,0,No disponible,0,0,0,0,No disponible
22873587,0,No disponible,0,0,0,0,No disponible
18851297,0,No disponible,0,0,0,0,No disponible
16908827,0,No disponible,0,0,0,0,No disponible
43083923,0,No disponible,0,0,0,0,No disponible
15163885,0,No disponible,0,0,0,0,No disponible
6775934,0,No disponible,0,0,0,0,No disponible
3003926,0,No disponible,0,0,0,0,No disponible
1143827,0,No disponible,0,1,1,1,Gratuito
18311428,0,No disponible,0,0,0,0,No disponible
7137292,0,No disponible,0,0,0,0,No disponible
6814503,0,No disponible,0,0,0,0,No disponible
14078662,0,No disponible,0,0,0,0,No disponible
33095262,0,No disponible,0,0,0,0,No disponible
9921111,0,No disponible,0,0,0,0,No disponible
24678578,0,No disponible,0,0,0,0,No disponible
23648479,0,No disponible,0,0,0,0,No disponible
22198896,0,No disponible,0,0,0,0,No disponible
37213661,0,No disponible,0,1,0,0,No disponible
22900573,0,No disponible,0,0,0,0,No disponible
22765282,0,No disponible,0,0,0,0,No disponible
5677523,0,No disponible,0,0,0,0,No disponible
19409186,0,No disponible,0,1,0,0,No disponible
9124815,0,No disponible,0,0,0,0,No disponible
15262802,0,No disponible,0,0,0,0,No disponible
8065307,0,No disponible,0,1,1,1,De pago
26209412,0,No disponible,0,0,0,0,No disponible
26620739,0,No disponible,0,0,0,0,No disponible
37648763,0,No disponible,0,0,0,0,No disponible
17620135,0,No disponible,0,0,0,0,No disponible
23330644,0,No disponible,0,0,0,0,No disponible
16287474,0,No disponible,0,0,0,0,No disponible
32168077,0,No disponible,0,0,0,0,No disponible
22387801,0,No disponible,0,0,0,0,No disponible
23444560,0,No disponible,0,0,0,0,No disponible
11220830,0,No disponible,0,1,0,1,De pago
7064358,0,No disponible,0,0,0,0,No disponible
25059708,0,No disponible,0,0,0,0,No disponible
16249248,0,No disponible,0,0,0,0,No disponible
17937263,0,No disponible,0,0,0,0,No disponible
18762580,0,No disponible,0,0,0,0,No disponible
19052185,0,No disponible,0,0,0,0,No disponible
222753,0,No disponible,0,1,0,1,Gratuito
40443094,0,No disponible,0,0,0,0,No disponible
32711523,0,No disponible,0,1,1,0,No disponible
13889130,0,No disponible,0,0,0,0,No disponible
15164356,0,No disponible,0,0,0,0,No disponible
21507647,0,No disponible,0,0,0,0,No disponible
16379479,0,No disponible,0,0,0,0,No disponible
35658679,0,No disponible,0,0,0,0,No disponible
22185535,0,No disponible,0,0,0,0,No disponible
29923012,0,No disponible,0,0,0,0,No disponible
6656626,0,No disponible,0,0,0,0,No disponible
24026540,0,No disponible,0,0,0,0,No disponible
16075655,0,No disponible,0,0,0,0,No disponible
18837930,0,No disponible,0,0,0,0,No disponible
25808403,0,No disponible,0,0,0,0,No disponible
3291065,0,No disponible,0,0,0,0,No disponible
15306390,0,No disponible,0,0,0,0,No disponible
35126955,0,No disponible,0,1,1,0,No disponible
24956159,0,No disponible,0,0,0,0,No disponible
35840885,0,No disponible,0,1,0,0,No disponible
26320505,0,No disponible,0,0,0,0,No disponible
39864890,0,No disponible,0,1,1,0,No disponible
21279225,0,No disponible,0,0,0,0,No disponible
25841900,0,No disponible,0,0,0,0,No disponible
27713199,0,No disponible,0,1,0,1,Gratuito
11816740,0,No disponible,0,0,0,0,No disponible
23280535,0,No disponible,0,0,0,0,No disponible
27396036,0,No disponible,0,0,0,0,No disponible
14302642,0,No disponible,0,0,0,0,No disponible
4032873,0,No disponible,0,0,0,0,No disponible
17100681,0,No disponible,0,0,0,0,No disponible
18134587,0,No disponible,0,0,0,0,No disponible
12292259,0,No disponible,0,0,0,0,No disponible
3097665,0,No disponible,0,1,1,1,De pago
4090679,0,No disponible,0,0,0,0,No disponible
11520183,0,No disponible,0,0,0,0,No disponible
27618698,0,No disponible,0,0,0,0,No disponible
19425693,0,No disponible,0,0,0,0,No disponible
725695,0,No disponible,0,0,0,0,No disponible
23186206,0,No disponible,0,0,0,0,No disponible
14245237,0,No disponible,0,0,0,0,No disponible
19046146,0,No disponible,0,0,0,0,No disponible
30004341,0,No disponible,0,1,1,0,No disponible
12467956,0,No disponible,0,0,0,0,No disponible
16819622,0,No disponible,0,0,0,0,No disponible
10646217,0,No disponible,0,0,0,0,No disponible
31458425,0,No disponible,0,0,0,0,No disponible
3592556,0,No disponible,0,0,0,0,No disponible
10205793,0,No disponible,0,0,0,0,No disponible
8678755,0,No disponible,0,0,0,0,No disponible
39128203,0,No disponible,0,0,0,0,No disponible
9853291,0,No disponible,0,0,0,0,No disponible
27665888,0,No disponible,0,0,0,0,No disponible
15767841,0,No disponible,0,0,0,0,No disponible
39923455,0,No disponible,0,0,1,1,Gratuito
