ID,Tipo de habitación,Título,Tipología,Ciudad,Municipio,Localización,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
00000000000052561468,"Alojamiento entero: piso en Es Camp de Mar, España",Alojamiento entero,Alojamiento,Mallorca,Es Camp de Mar,,,,,5.0,3,2,1,5,4
00000000000052590449,"Alojamiento entero: vivienda vacacional en Pollença, España",Alojamiento entero,Alojamiento,Mallorca,Pollença,"39.90826,3.08428",,,,,,1,1,1,2
00000000000052631398,"Alojamiento entero: apartamento con servicios en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,4.73,163,1,1,2,2
00000000000052664031,"Alojamiento entero: piso en Son Caliu, España",Alojamiento entero,Alojamiento,Mallorca,Son Caliu,"39.52519,2.54705",,,,4.74,34,1,1,2,3
00000000000052665443,"Alojamiento entero: piso en Son Caliu, España",Alojamiento entero,Alojamiento,Mallorca,Son Caliu,"39.52718,2.54688",,,,4.56,32,1,1,2,2
00000000000052668860,"Alojamiento entero: apartamento con servicios en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,93,93,4.51,43,1,1,2,2
00000000000052669188,"Minicasa en Valldemossa, España",Minicasa,Minicasa,Mallorca,Valldemossa,"39.71015,2.62359",,340,340,,,2,5,2,4
00000000000052683351,"Alojamiento entero: apto. residencial en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,399,200,300,,,2,2,4,4
00000000000052685758,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,,1,2,1,3,4
00000000000052764553,"Alojamiento entero: villa en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,1,840,420,,,4,4,7,7
00000000000052793772,"Alojamiento entero: villa en Calvià, España",Alojamiento entero,Alojamiento,Mallorca,Calvià,"39.54524,2.4531",,,,,,6,7,6,3
00000000000052802393,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,,,4,2,4,8
00000000000052853270,"Alojamiento entero: vivienda en Llucmajor, España",Alojamiento entero,Alojamiento,Mallorca,Llucmajor,"39.49871,2.75059",750,750,750,,,4,3,6,7
00000000000052861143,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,,149,79,114,5.0,4,1,1,4,5
00000000000052895070,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,,,,,1,3,3,,6
00000000000052933044,"Alojamiento entero: villa en Andratx, España",Alojamiento entero,Alojamiento,Mallorca,Andratx,"39.5659,2.4214",,1268,1268,,1,6,6,0,2
00000000000052998782,"Alojamiento entero: villa en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,,,,,,,4,2,8,8
00000000000052999090,"Habitación en hotel boutique en Can Pastilla, España",Habitación,Habitación,Mallorca,Can Pastilla,"39.5356,2.717",211,132,172,4.64,387,1,1,2,2
00000000000052999879,"Habitación en hotel boutique en Can Pastilla, España",Habitación,Habitación,Mallorca,Can Pastilla,,235,147,191,4.59,59,1,1,2,2
00000000000052999926,"Habitación en hotel boutique en Can Pastilla, España",Habitación,Habitación,Mallorca,Can Pastilla,"39.5356,2.717",317,199,258,4.42,31,1,1,3,3
00000000000052999961,"Habitación en hotel boutique en Can Pastilla, España",Habitación,Habitación,Mallorca,Can Pastilla,"39.5356,2.717",282,177,230,3.75,8,1,1,2,2
00000000000053017092,"Alojamiento entero: villa en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,,2,3,2,5,6
00000000000053023608,"Alojamiento entero: villa en Son Servera, España",Alojamiento entero,Alojamiento,Mallorca,Son Servera,"39.62293,3.3659",,171,171,,,2,5,3,4
00000000000053040949,"Alojamiento entero: piso en Cala D'or, España",Alojamiento entero,Alojamiento,Mallorca,Cala D'or,"39.37163,3.2209",,,,5.0,3,2,2,2,4
00000000000053042011,"Alojamiento entero: piso en Torrenova, España",Alojamiento entero,Alojamiento,Mallorca,Torrenova,,160,160,160,,1,1,1,,4
00000000000053177475,"Alojamiento entero: villa en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.81201,3.11388",,,,4.69,13,3,2,4,6
00000000000053178267,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,4.33,6,4,3,4,8
00000000000053250428,"Alojamiento entero: vivienda en Son Servera, España",Alojamiento entero,Alojamiento,Mallorca,Son Servera,"39.6041,3.3866",,183,183,,2,2,1,3,4
00000000000053251371,"Alojamiento entero: vivienda en El Toro, España",Alojamiento entero,Alojamiento,Mallorca,El Toro,,1,1540,770,,,4,3,4,6
00000000000053300705,"Alojamiento entero: vivienda en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.7106,2.6229",182,128,155,,,2,1,2,4
00000000000053304849,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,,160,,160,,,2,1,2,4
00000000000053356999,"Alojamiento entero: apto. residencial en Illes Balears, España",Alojamiento entero,Alojamiento,Mallorca,Illes Balears,"39.83816,3.11822",,123,123,,,2,1,3,4
00000000000053373852,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,141,,141,4.76,97,1,1,1,2
00000000000053390184,"Alojamiento entero: vivienda en Provensals, España",Alojamiento entero,Alojamiento,Mallorca,Provensals,"39.67961,3.45263",,,,,1,3,3,4,6
00000000000053428887,"Alojamiento entero: vivienda en Sant Llorenç des Cardassar, España",Alojamiento entero,Alojamiento,Mallorca,Sant Llorenç des Cardassar,,,,,,1,3,5,6,6
00000000000053446240,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.83953,3.12493",,,,4.86,28,3,2,5,5
00000000000053455370,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76289,3.16028",,,,4.9,62,2,1,2,3
00000000000053481647,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.555889,2.68635",,,,,,1,1,1,
00000000000053521039,"Alojamiento entero: villa en Santa Ponça, España",Alojamiento entero,Alojamiento,Mallorca,Santa Ponça,"39.50404,2.47211",,,,,,4,5,4,8
00000000000053603990,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7646,3.1606",,,,5.0,5,4,5,8,8
00000000000053747293,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,4.0,5,3,1,4,4
00000000000053749502,"Alojamiento entero: apto. residencial en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82825,3.10558",,,,4.51,45,1,1,2,2
00000000000053855172,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,,,,4.93,15,2,1,3,4
00000000000053895247,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8422,3.1344",,,,,,3,2,4,5
00000000000053945592,"Alojamiento entero: villa en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,325,260,292,,,3,2,4,6
00000000000054121643,"Alojamiento entero: apto. residencial en Magaluf, España",Alojamiento entero,Alojamiento,Mallorca,Magaluf,"39.50879,2.53553",,195,195,4.77,47,1,1,3,5
00000000000054134313,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8181,3.1149",,203,203,4.88,8,4,2,6,7
00000000000054158414,"Alojamiento entero: apartamento con servicios en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,115,115,4.54,26,1,1,4,4
00000000000054188031,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.5817,2.63668",,,,4.96,27,2,1,2,4
00000000000054226520,"Alojamiento entero: piso en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.57468,2.64446",,,,3.67,9,2,1,4,4
00000000000054251060,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,167,167,,2,2,2,4,4
00000000000054265963,"Alojamiento entero: chalet en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,,,,,,,4,3,7,8
00000000000054293643,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.56972,2.65711",,300,300,4.6,88,1,1,,2
00000000000054383687,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.83204,3.11834",,,,5.0,3,1,1,2,2
00547109295219119000,"Alojamiento entero: casa rural en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76238,3.15808",,,,,,3,1,3,5
00548182234190509713,"Habitación en hotel en Cala D'or, España",Habitación,Habitación,Mallorca,Cala D'or,"39.3765,3.2288",168,94,131,4.8,5,1,1,1,1
00549181134886572551,"Alojamiento entero: piso en Palma de Mallorca, España",Alojamiento entero,Alojamiento,Mallorca,Palma de Mallorca,"39.56974,2.65561",,,,4.68,81,1,1,1,2
00549772072603353357,"Alojamiento entero: piso en Pto d'Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Pto d'Alcudia,,,156,156,,,3,2,5,6
00552635394774275052,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8399,3.1229",,142,142,4.8,15,2,1,3,4
00553392420135369315,"Alojamiento entero: villa en Platja de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Platja de Muro,"39.81076,3.11649",,167,167,4.67,3,3,2,6,6
00553520197092590517,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,160,160,4.4,10,2,1,5,4
00554233295039223778,"Alojamiento entero: vivienda en Son Moll, España",Alojamiento entero,Alojamiento,Mallorca,Son Moll,"39.7018,3.45305",,352,352,,1,3,5,4,6
00554723491543302002,"Alojamiento entero: villa en Calvià, España",Alojamiento entero,Alojamiento,Mallorca,Calvià,,,,,,,4,5,4,8
00555875095348546652,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,"39.57681,2.64241",215,195,205,3.5,4,1,1,2,4
00557597138774561848,"Alojamiento entero: casa rural en Son Servera, España",Alojamiento entero,Alojamiento,Mallorca,Son Servera,"39.62287,3.36588",,,,,2,2,2,3,4
00557674220893919868,"Alojamiento entero: villa en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,"39.57358,3.37212",,,,,,5,2,8,8
00557774742670513837,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,4.67,12,3,5,3,6
00558382466096766644,"Alojamiento entero: piso en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,"39.8419,3.1328",,,,4.72,36,2,1,1,2
00559210304097465428,"Alojamiento entero: apto. residencial en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,145,115,130,,,1,1,1,2
00560018979195503568,"Alojamiento entero: chalet en Playa de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Playa de Muro,,,,,4.86,7,3,2,5,6
00560149812027600871,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82497,3.11411",507,,507,4.86,14,3,3,4,6
00562661208302388012,"Alojamiento entero: piso en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,"39.8414,3.1294",,165,165,4.25,4,2,1,3,4
00563421195056046082,"Alojamiento entero: chalet en Torrenova, España",Alojamiento entero,Alojamiento,Mallorca,Torrenova,"39.50901,2.54189",1,700,350,4.0,3,5,4,9,2
00564324432859490397,"Alojamiento entero: vivienda en El Toro, España",Alojamiento entero,Alojamiento,Mallorca,El Toro,"39.48585,2.48206",,,,,1,4,3,6,8
00564941127967132667,"Habitación en hotel en Cala Ratjada, España",Habitación,Habitación,Mallorca,Cala Ratjada,,500,500,500,,,1,1,3,3
00565064199504315595,"Alojamiento entero: piso en Port D'Alcudia, España",Alojamiento entero,Alojamiento,Mallorca,Port D'Alcudia,"39.8172,3.1112",,185,185,,,3,2,3,6
00565608333882279777,"Alojamiento entero: vivienda en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,,,4.33,3,3,2,4,6
00566434046861189990,"Alojamiento entero: casa rural en Illes Balears, España",Alojamiento entero,Alojamiento,Mallorca,Illes Balears,"39.71223,2.60972",,,,,,6,5,9,2
00566681117042056838,"Habitación en hotel en Palma, España",Habitación,Habitación,Mallorca,Palma,,135,103,119,4.47,15,2,2,2,
00567818665423745418,"Habitación en hotel en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.56903,2.62549",,,,4.78,64,1,1,2,2
00568569389978437159,"Alojamiento entero: vivienda en Es Pelats, España",Alojamiento entero,Alojamiento,Mallorca,Es Pelats,"39.7141,3.4642",,221,221,4.9,10,3,4,3,6
00569274589377904005,"Alojamiento entero: piso en Palmanova, España",Alojamiento entero,Alojamiento,Mallorca,Palmanova,,475,143,309,4.78,23,2,1,5,5
00569300033305161037,"Alojamiento entero: villa en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.71408,2.63187",,,,,,6,7,9,2
00569887893897108746,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7622,3.1527",,98,98,,1,2,1,4,5
00569935307893200401,"Alojamiento entero: apto. residencial en Cala D'or, España",Alojamiento entero,Alojamiento,Mallorca,Cala D'or,,,160,160,,,2,2,3,4
00570065867275032966,"Alojamiento entero: piso en Es Pelats, España",Alojamiento entero,Alojamiento,Mallorca,Es Pelats,,,257,257,4.5,6,3,2,3,6
00570065877798304726,"Alojamiento entero: piso en Es Pelats, España",Alojamiento entero,Alojamiento,Mallorca,Es Pelats,"39.71067,3.46642",,214,214,,1,3,2,3,6
00570612467818227286,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7603,3.1595",,,,,2,5,3,9,0
00570667686136497702,"Alojamiento entero: villa en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.52314,2.74391",,370,370,,,6,4,8,2
00571526214881003460,"Habitación en hotel en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.51056,2.75257",,103,103,4.74,19,2,2,4,6
00571665650824654973,"Alojamiento entero: apto. residencial en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,,,2,1,5,4
00572945483611570939,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,"39.55854,2.68079",95,85,90,4.5,4,1,1,2,5
00573771375361466900,"Habitación privada en: piso en Palma, España",Habitación privada en,Habitación,Mallorca,Palma,,,95,95,4.13,52,1,2,1,2
00573783305740645131,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,90,90,4.0,38,1,1,,
00575277018647449723,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,,,,,1,1,1,
00575685886469217381,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,5.0,4,3,3,3,6
00576860107450619313,"Alojamiento entero: adosado en Son Moll, España",Alojamiento entero,Alojamiento,Mallorca,Son Moll,"39.70194,3.45193",,418,418,,1,3,5,3,6
00578038658622374973,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76523,3.15141",,137,137,4.33,9,3,5,5,6
00579554393986144079,"Alojamiento entero: vivienda en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.7949,3.1231",,,,4.5,4,3,2,4,6
00580329653184410678,"Alojamiento entero: villa en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,,,4.8,10,4,2,4,8
00580850769276274999,"Alojamiento entero: apto. residencial en Cala Lliteres, España",Alojamiento entero,Alojamiento,Mallorca,Cala Lliteres,,,228,228,,,2,1,,4
00580918721973486479,"Alojamiento entero: apto. residencial en Cala Lliteres, España",Alojamiento entero,Alojamiento,Mallorca,Cala Lliteres,,,228,228,,,2,1,3,4
00581644867927801789,"Alojamiento entero: apto. residencial en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82349,3.11637",,,,4.71,7,1,1,1,4
00582497327261168903,"Alojamiento entero: apto. residencial en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,85,85,,,1,1,2,4
00583198160154007527,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,110,110,4.85,52,1,1,1,2
00583264435186714379,"Alojamiento entero: piso en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,65,65,4.6,57,1,1,1,2
00585544618042140316,"Alojamiento entero: villa en Valldemossa, España",Alojamiento entero,Alojamiento,Mallorca,Valldemossa,"39.71338,2.62008",,783,783,,,1,4,,8
00585832832115734471,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.804,3.0781",,,,,1,4,3,6,8
00587657260586435710,"Habitación en Alcúdia, España",Habitación,Habitación,Mallorca,Alcúdia,"39.84121,3.1346",58,45,52,,,1,1,1,
00590309910974037530,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.83588,3.11842",,,,5.0,3,2,1,3,4
00590309938580790681,"Alojamiento entero: piso en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,,,4.64,14,1,1,1,3
00592429395834517188,"Alojamiento entero: vivienda en Es Pelats, España",Alojamiento entero,Alojamiento,Mallorca,Es Pelats,"39.71505,3.46283",,,,,,3,4,3,8
00592492950248028318,"Alojamiento entero: vivienda en Son Moll, España",Alojamiento entero,Alojamiento,Mallorca,Son Moll,"39.7076,3.4531",,,,4.33,6,4,3,7,8
00592560674941825904,"Alojamiento entero: vivienda en Platja de Muro, España",Alojamiento entero,Alojamiento,Mallorca,Platja de Muro,"39.79659,3.12222",,,,4.33,3,4,2,6,8
00592831702367819844,"Alojamiento entero: vivienda en Palma, España",Alojamiento entero,Alojamiento,Mallorca,Palma,"39.6109,3.3841",,,,,2,3,2,4,6
00592911500350712499,"Alojamiento entero: piso en Son Servera, España",Alojamiento entero,Alojamiento,Mallorca,Son Servera,"39.6105,3.3885",,,,4.83,12,2,2,3,4
00593285765198158582,"Habitación en hotel boutique en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.5093,2.7511",235,147,191,4.62,142,1,1,1,2
00593294043591651300,"Habitación en hotel boutique en Palma, España",Habitación,Habitación,Mallorca,Palma,,352,221,286,,1,1,1,1,2
00593298029864378859,"Habitación en hotel boutique en Palma, España",Habitación,Habitación,Mallorca,Palma,,164,103,134,4.67,123,1,1,1,1
00594097399039914749,"Alojamiento entero: piso en Cala Lliteres, España",Alojamiento entero,Alojamiento,Mallorca,Cala Lliteres,"39.71724,3.46354",,168,168,,,1,1,1,2
00594567278141641445,"Alojamiento entero: piso en Cala Bona, España",Alojamiento entero,Alojamiento,Mallorca,Cala Bona,"39.6134,3.3919",,166,166,,,3,2,6,6
00594657519805973203,"Alojamiento entero: villa en Rotes Velles, España",Alojamiento entero,Alojamiento,Mallorca,Rotes Velles,"39.52341,2.469",,816,816,4.38,16,6,4,6,2
00595335113755264667,"Alojamiento entero: apartamento con servicios en Pollença, España",Alojamiento entero,Alojamiento,Mallorca,Pollença,,282,80,181,4.58,147,1,5,2,2
00595478656394135218,"Habitación privada en: apto. residencial en Palma, España",Habitación privada en,Habitación,Mallorca,Palma,,60,60,60,,,1,1,1,2
00595593228870571926,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,,,,,2,2,,2
00597061534417286133,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.76252,3.15784",,316,316,,,4,3,4,8
00597399059950775637,"Alojamiento entero: piso en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7623,3.1491",,,,,,3,2,5,6
00597511372113165768,"Habitación privada en: hostal en Cala Ratjada, España",Habitación privada en,Habitación,Mallorca,Cala Ratjada,,,,,4.14,7,1,1,1,1
00597803129034496102,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,,,65,65,5.0,4,1,1,2,2
00601984798610747629,"Alojamiento entero: vivienda en Arenal, España",Alojamiento entero,Alojamiento,Mallorca,Arenal,"39.5086,2.7515",,80,80,4.53,34,2,2,8,8
00602491022630613479,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8173,3.1095",,153,153,5.0,4,4,3,5,8
00604125222493952781,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7085,3.4568",,,,5.0,4,1,1,1,2
00604125275388103187,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7085,3.4568",,,,,,1,1,1,2
00604126321370821376,"Alojamiento entero: piso en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,"39.7085,3.4568",,,,4.75,8,1,1,1,2
00604880012801075017,"Caravana/autocaravana en Cala Millor, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Cala Millor,,124,95,110,,,1,1,1,2
00605648850426978787,"Alojamiento entero: vivienda vacacional en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,,,69,69,4.9,52,1,5,2,2
00606323569375258912,"Alojamiento entero: adosado en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7646,3.1571",,104,104,4.78,9,1,1,1,2
00609045774142058544,"Alojamiento entero: piso en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,"39.7966,3.1219",,136,136,4.83,6,3,2,5,6
00609110379877586709,"Habitación en Llucmajor, España",Habitación,Habitación,Mallorca,Llucmajor,"39.50261,2.75412",95,70,82,4.48,27,1,1,2,
00609242932429352828,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,44,44,44,4.54,95,1,1,1,
00611201540894078923,"Alojamiento entero: adosado en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7654,3.1536",460,,460,4.79,19,4,5,8,8
00612046348943113469,"Habitación en Llucmajor, España",Habitación,Habitación,Mallorca,Llucmajor,"39.50393,2.75434",75,90,82,4.19,32,1,1,1,
00612192731669604833,"Barco en Palma, España",Barco,Barco,Mallorca,Palma,,,276,276,4.79,48,3,5,3,6
00613640778154840926,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,,,,1,1,1,1,
00614316978749420265,"Alojamiento entero: vivienda vacacional en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,,,135,135,,,2,5,3,3
00615900971853058302,"Alojamiento entero: apto. residencial en Port d'Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Port d'Alcúdia,"39.835222,3.118874",350,189,270,,,2,2,2,4
00617339551375467265,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,89,89,89,4.72,46,1,1,1,
00617691209880763322,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7622,3.1528",,93,93,,2,2,1,5,4
00617692716990963047,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7642,3.1564",,,,,,3,2,5,6
00617814741001346411,"Habitación en hotel en Palma, España",Habitación,Habitación,Mallorca,Palma,"39.50855,2.75117",123,100,112,4.5,10,1,1,2,
00618591704788038260,"Habitación privada en: piso en Palma, España",Habitación privada en,Habitación,Mallorca,Palma,,,103,103,,,2,2,4,4
00618599301184564969,"Alojamiento entero: piso en Cala Agulla, España",Alojamiento entero,Alojamiento,Mallorca,Cala Agulla,,,86,86,3.78,9,1,1,2,2
00618697079522940332,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8251,3.11404",443,211,327,,,3,3,4,8
00619278921750954911,"Alojamiento entero: piso en Cala Agulla, España",Alojamiento entero,Alojamiento,Mallorca,Cala Agulla,"39.71596,3.45921",,86,86,,1,1,1,2,2
00619959774485867743,"Alojamiento entero: vivienda en Cala Ratjada, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ratjada,,,250,250,,2,3,2,4,6
00620715164685640401,"Alojamiento entero: piso en Illes Balears, España",Alojamiento entero,Alojamiento,Mallorca,Illes Balears,"39.8364,3.1171",195,115,155,4.52,66,1,1,2,4
00621523440092715360,"Alojamiento entero: vivienda en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.82927,3.11668",,,,4.78,9,2,5,3,4
00622429665347818700,"Alojamiento entero: vivienda en Can Picafort, España",Alojamiento entero,Alojamiento,Mallorca,Can Picafort,"39.7633,3.16351",,113,113,,,1,1,1,2
00622841603619047461,"Habitación en Palma, España",Habitación,Habitación,Mallorca,Palma,,,40,40,4.76,59,1,1,1,
00623004723451109313,"Alojamiento entero: villa en Muro, España",Alojamiento entero,Alojamiento,Mallorca,Muro,,,,,,,5,5,7,0
00623125372050381824,"Habitación privada en: piso en Palma, España",Habitación privada en,Habitación,Mallorca,Palma,"39.5693,2.6485",,,,4.86,14,1,1,3,4
00623570858617876249,"Habitación en apartahotel en Sa Coma, España",Habitación,Habitación,Mallorca,Sa Coma,"39.5859,3.3795",214,,214,4.38,118,1,1,3,3
00623579810125845266,"Alojamiento entero: apartamento con servicios en Sa Coma, España",Alojamiento entero,Alojamiento,Mallorca,Sa Coma,,252,,252,4.41,140,1,1,4,4
00623604823950134529,"Alojamiento entero: vivienda vacacional en Cala Ferrera, España",Alojamiento entero,Alojamiento,Mallorca,Cala Ferrera,"39.3799,3.2366",,,,4.65,20,1,1,2,4
00623782136134721573,"Caravana/autocaravana en Palma, España",Caravana/autocaravana,Caravana/autocaravana,Mallorca,Palma,"39.55346,2.69034",,60,60,,,1,1,,2
00623884593813141735,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,,,190,190,4.83,6,3,2,4,6
00624525826470303662,"Alojamiento entero: villa en Alcúdia, España",Alojamiento entero,Alojamiento,Mallorca,Alcúdia,"39.8238,3.1172",,,,,,5,3,7,0
00625269192460945010,"Alojamiento entero: villa en Santa Ponça, España",Alojamiento entero,Alojamiento,Mallorca,Santa Ponça,"39.48968,2.48159",,,,,,5,5,5,0
00625269201541488883,"Alojamiento entero: villa en Santa Ponça, España",Alojamiento entero,Alojamiento,Mallorca,Santa Ponça,"39.50133,2.47824",,,,,,5,5,5,0
00625736477482379109,"Alojamiento entero: piso en Cala Lliteres, España",Alojamiento entero,Alojamiento,Mallorca,Cala Lliteres,,,,,5.0,3,1,1,2,2
