ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
949239978441059161,"Alojamiento entero: piso en Paiporta, España",Valencia,"39.42837,-0.41941",80 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,5 camas,5 viajeros
17715611,"Alojamiento entero: piso en València, España",Valencia,"39.47462,-0.37954",No disponible en Octubre,No disponible en Agosto,"4,75",401 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
1147155662773848811,"Habitación en apartahotel en València, España",Valencia,"39.44675,-0.36535",155 €,143 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1153045173747271747,"Habitación privada en: piso en València, España",Valencia,"39.463921,-0.351768",52 €,52 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1142198058729842874,"Alojamiento entero: piso en València, España",Valencia,"39.456983,-0.38768",63 €,No disponible en Agosto,"4,33",3 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1970631,"Habitación en València, España",Valencia,"39.471419,-0.405359",25 €,33 €,"4,67",194 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
847997673229080201,"Habitación en  Valencia, España",Valencia,"39.4696,-0.3921",No disponible en Octubre,No disponible en Agosto,"4,67",42 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
32376511,"Alojamiento entero: piso en València, España",Valencia,"39.46546,-0.33208",120 €,No disponible en Agosto,"4,93",44 evaluaciones,2 dormitorios,1 baño,4 camas,4 viajeros
1075045553302565998,"Alojamiento entero: piso en València, España",Valencia,"39.46412,-0.37417",479 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,4 dormitorios,5 baños,7 camas,8 viajeros
33336135,"Habitación en València, España",Valencia,"39.49116,-0.37324",31 €,38 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1046339652289961165,"Alojamiento entero: piso en València, España",Valencia,"39.4508,-0.3936",150 €,186 €,"5,0",3 evaluaciones,2 dormitorios,2 baños,3 camas,6 viajeros
987399997371796185,"Habitación en Albal, España",Valencia,"39.396,-0.4074",30 €,30 €,"5,0",4 evaluaciones,2 dormitorios,baño compartido,No especificado,No especificado
855807957932454496,"Alojamiento entero: vivienda en València, España",Valencia,"39.444032,-0.334098",333 €,No disponible en Agosto,"4,76",41 evaluaciones,4 dormitorios,2 baños,5 camas,8 viajeros
1120188764945435811,"Alojamiento entero: piso en València, España",Valencia,"39.496024,-0.36748",50 €,60 €,"4,33",6 evaluaciones,1 dormitorio,1 baño,3 camas,5 viajeros
31916001,"Alojamiento entero: piso en Valencia, España",Valencia,"39.46611,-0.39898",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,2 camas,4 viajeros
960126183443508382,"Alojamiento entero: piso en València, España",Valencia,"39.470934,-0.32898",No disponible en Octubre,149 €,"4,93",29 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
863609632513286373,"Alojamiento entero: piso en València, España",Valencia,"39.4762,-0.3819",No disponible en Octubre,138 €,"4,94",36 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
13323951,"Alojamiento entero: adosado en València, España",Valencia,"39.45043,-0.33174",248 €,330 €,"4,61",311 evaluaciones,5 dormitorios,4 baños,8 camas,0 viajeros
683725273675860757,"Alojamiento entero: vivienda en València, España",Valencia,"39.46939,-0.32972",283 €,345 €,"4,76",37 evaluaciones,3 dormitorios,2 baños,3 camas,5 viajeros
23372526,"Habitación en València, España",Valencia,"39.48186,-0.36169",27 €,35 €,"4,68",44 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
872637496101923276,"Habitación en València, España",Valencia,"39.4562,-0.3887",40 €,45 €,"4,76",46 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
26358124,"Alojamiento entero: piso en Benetúser, España",Valencia,"39.42234,-0.39369",53 €,No disponible en Agosto,"4,75",153 evaluaciones,3 dormitorios,1 baño,4 camas,6 viajeros
912985575769329983,"Alojamiento entero: piso en València, España",Valencia,"39.46497,-0.330528",102 €,No disponible en Agosto,"4,25",12 evaluaciones,2 dormitorios,1 baño,No especificado,4 viajeros
1085629441737944892,"Habitación en València, España",Valencia,"39.4751,-0.3302",No disponible en Octubre,75 €,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
22904588,"Alojamiento entero: piso en Camins al Grau, España",Valencia,"39.4619,-0.3462",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
1104273918926181819,"Alojamiento entero: piso en València, España",Valencia,"39.4713,-0.3313",109 €,131 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
635353528572813836,"Habitación en València, España",Valencia,"39.4672,-0.3922",No disponible en Octubre,No disponible en Agosto,"4,71",183 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1031046385403426075,"Habitación en Burjassot, España",Valencia,"39.516176,-0.414679",No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
778833345760956537,"Habitación en València, España",Valencia,"39.45859,-0.34129",56 €,56 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1082464564955838486,"Habitación en apartahotel en València, España",Valencia,"39.44887,-0.36607",204 €,181 €,"5,0",3 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
957767232763616395,"Habitación en València, España",Valencia,"39.4518,-0.3332",30 €,35 €,"4,94",36 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
996111508105047502,"Alojamiento entero: loft en València, España",Valencia,"39.4724,-0.3978",No disponible en Octubre,No disponible en Agosto,"5,0",4 evaluaciones,1 dormitorio,1 baño,No especificado,4 viajeros
50420133,"Habitación en Alfafar, España",Valencia,"39.421181,-0.390092",42 €,50 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1842000,"Alojamiento entero: piso en Valencia, España",Valencia,"39.4585,-0.3486",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,5 camas,6 viajeros
783704711047750880,"Habitación en hotel en València, España",Valencia,"39.45131,-0.33256",62 €,62 €,Sin valoraciones,2 evaluaciones,1 dormitorio,baño compartido,2 camas,4 viajeros
22503469,"Alojamiento entero: loft en València, España",Valencia,"39.46426,-0.33145",No disponible en Octubre,No disponible en Agosto,"4,93",244 evaluaciones,3 dormitorios,3 baños,6 camas,8 viajeros
1100572735034923222,"Habitación en València, España",Valencia,"39.4697,-0.3949",60 €,60 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1091185498249528115,"Alojamiento entero: piso en València, España",Valencia,"39.47104,-0.34457",103 €,No disponible en Agosto,"5,0",5 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
919524517955021447,"Habitación privada en: piso en València, España",Valencia,"39.457301,-0.402903",51 €,No disponible en Agosto,"4,64",14 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1113153177735297354,"Alojamiento entero: piso en València, España",Valencia,"39.489993,-0.383751",78 €,91 €,"5,0",3 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
1120960008846526078,"Habitación en València, España",Valencia,"39.49212,-0.37017",40 €,50 €,"4,50",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1150572257920666547,"Alojamiento entero: piso en València, España",Valencia,"39.463542,-0.340509",100 €,160 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
984009488365301485,"Alojamiento entero: piso en Valencia, España",Valencia,"39.477442,-0.3782",145 €,149 €,"4,83",46 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
35271513,"Alojamiento entero: piso en Valencia, España",Valencia,"39.46754,-0.38024",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,3 camas,4 viajeros
947151203728956662,"Alojamiento entero: piso en València, España",Valencia,"39.4556,-0.3471",300 €,300 €,Sin valoraciones,Política de Cookies,3 dormitorios,2 baños,4 camas,6 viajeros
1145516853687874611,"Alojamiento entero: piso en València, España",Valencia,"39.505354,-0.45751",100 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,4 viajeros
1125351460394997516,"Habitación en València, España",Valencia,"39.47588,-0.32975",No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
50673585,"Alojamiento entero: piso en València, España",Valencia,"39.46951,-0.35494",No disponible en Octubre,165 €,"4,72",32 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1143382989180144010,"Habitación en València, España",Valencia,"39.480141,-0.326087",40 €,40 €,Nuevo,Política de Cookies,1 dormitorio,baño compartido,No especificado,No especificado
1038890773018506476,"Alojamiento entero: piso en València, España",Valencia,"39.467103,-0.344772",No disponible en Octubre,200 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
865103447477545333,"Habitación en València, España",Valencia,"39.466,-0.3642",55 €,70 €,"4,86",36 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1152137820142723033,"Alojamiento entero: piso en València, España",Valencia,"39.494904,-0.367614",62 €,No disponible en Agosto,Nuevo,Política de Cookies,3 dormitorios,1 baño,4 camas,5 viajeros
973893645597750111,"Alojamiento entero: piso en València, España",Valencia,"39.4572,-0.3583",170 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
52249829,"Alojamiento entero: piso en València, España",Valencia,"39.45248,-0.39349",No disponible en Octubre,No disponible en Agosto,"4,80",50 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
791430454599480639,"Habitación en hotel en València, España",Valencia,"39.450497,-0.333084",50 €,50 €,"2,0",4 evaluaciones,1 dormitorio,1 baño privado,4 camas,5 viajeros
656309307752435538,"Alojamiento entero: piso en Valencia, España",Valencia,"39.464,-0.3456",140 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
1005240502657123805,"Habitación en València, España",Valencia,"39.46754,-0.408914",55 €,No disponible en Agosto,"4,75",24 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
22827732,"Alojamiento entero: loft en València, España",Valencia,"39.47494,-0.37905",119 €,No disponible en Agosto,"4,66",111 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
742565379541780696,"Habitación en València, España",Valencia,"39.46137,-0.39797",No disponible en Octubre,No disponible en Agosto,"4,65",37 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1121117354185349786,"Habitación en València, España",Valencia,"39.47705,-0.352246",42 €,53 €,"4,71",7 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
654179177034860928,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.46633,-0.32958",100 €,No disponible en Agosto,"4,81",59 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
31798898,"Alojamiento entero: piso en València, España",Valencia,"39.45249,-0.36785",No disponible en Octubre,290 €,"4,58",24 evaluaciones,2 dormitorios,1 baño,4 camas,6 viajeros
627506622633425733,"Alojamiento entero: piso en València, España",Valencia,"39.47256,-0.37759",1.933 €,No disponible en Agosto,"4,75",100 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
26773417,"Alojamiento entero: piso en València, España",Valencia,"39.48349,-0.3817",95 €,No disponible en Agosto,"4,85",95 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
1043560495329605612,"Habitación privada en: piso en València, España",Valencia,"39.46617,-0.346179",No disponible en Octubre,No disponible en Agosto,"4,38",13 evaluaciones,1 dormitorio,1 baño,1 cama,1 viajero
997607066132073976,"Habitación en València, España",Valencia,"39.45079,-0.33357",25 €,No disponible en Agosto,"4,80",25 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
835430935864414093,"Alojamiento entero: piso en València, España",Valencia,"39.470708,-0.396889",91 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1067389193815604444,"Alojamiento entero: piso en València, España",Valencia,"39.48511,-0.37859",194 €,238 €,"4,78",9 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
1107722373064592407,"Habitación en València, España",Valencia,"39.480513,-0.385629",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1017979827481035586,"Habitación en València, España",Valencia,"39.449301,-0.385643",33 €,36 €,"3,83",6 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
783374872066458712,"Alojamiento entero: piso en València, España",Valencia,"39.459517,-0.36042",No disponible en Octubre,No disponible en Agosto,"4,65",49 evaluaciones,1 dormitorio,1 baño,No especificado,4 viajeros
52708787,"Alojamiento entero: apto. residencial en  Barrio Jesus San Marcelino - València, España",Valencia,"39.44536,-0.39175",45 €,No disponible en Agosto,"4,82",120 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
27363894,"Habitación en Valencia, España",Valencia,"39.4391,-0.3901",No disponible en Octubre,No disponible en Agosto,"4,68",155 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
573050427925042435,"Alojamiento entero: piso en València, España",Valencia,"39.47805,-0.38445",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,1 baño,4 camas,5 viajeros
804769212721619351,"Alojamiento entero: vivienda en València, España",Valencia,"39.463817,-0.393541",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,No especificado,4 viajeros
756614291032800976,"Habitación en València, España",Valencia,"39.448,-0.3325",90 €,90 €,"4,57",7 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1100856617104450645,"Alojamiento entero: piso en València, España",Valencia,"39.458159,-0.371927",No disponible en Octubre,No disponible en Agosto,"4,75",8 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
937808933783441503,"Habitación en València, España",Valencia,"39.4942,-0.3936",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1059237793921379871,"Alojamiento entero: loft en Valencia, España",Valencia,"39.493,-0.3947",80 €,127 €,"5,0",3 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
49223865,"Alojamiento entero: adosado en València, España",Valencia,"39.48207,-0.32803",110 €,No disponible en Agosto,"4,71",51 evaluaciones,2 dormitorios,1 baño,4 camas,5 viajeros
1120851582527302704,"Habitación en València, España",Valencia,"39.473667,-0.345114",34 €,34 €,"5,0",5 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
663479664019669540,"Alojamiento entero: loft en València, España",Valencia,"39.46597,-0.34547",120 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
36745775,"Alojamiento entero: vivienda en Valencia, España",Valencia,"39.47438,-0.33045",No disponible en Octubre,300 €,"4,71",80 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
846278211918306991,"Habitación en València, España",Valencia,"39.46,-0.3719",No disponible en Octubre,No disponible en Agosto,"4,67",6 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
54117331,"Alojamiento entero: adosado en Godella, España",Valencia,"39.51749,-0.41188",109 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,5 baños,5 camas,6 viajeros
889826547047727496,"Habitación en València, España",Valencia,"39.4826,-0.3834",100 €,100 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1102980196790809321,"Habitación en València, España",Valencia,"39.486951,-0.369616",25 €,25 €,"4,67",9 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
910095137705770124,"Alojamiento entero: piso en València, España",Valencia,"39.458352,-0.363015",No disponible en Octubre,No disponible en Agosto,"4,38",8 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
48966417,"Alojamiento entero: piso en València, España",Valencia,"39.46294,-0.37253",No disponible en Octubre,101 €,"4,53",158 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
1151320692153692114,"Alojamiento entero: piso en València, España",Valencia,"39.46538,-0.34937",103 €,194 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1091143601467418330,"Alojamiento entero: piso en València, España",Valencia,"39.4507,-0.3583",247 €,377 €,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
1105976161798222183,"Alojamiento entero: piso en Alboraya, España",Valencia,"39.4872,-0.3274",155 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,No especificado,6 viajeros
20953216,"Alojamiento entero: piso en València, España",Valencia,"39.47402,-0.38599",No disponible en Octubre,No disponible en Agosto,"4,73",121 evaluaciones,2 dormitorios,2 baños,3 camas,6 viajeros
24621551,"Alojamiento entero: piso en València, España",Valencia,"39.46577,-0.33153",No disponible en Octubre,No disponible en Agosto,"4,58",26 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
17713986,"Habitación en València, España",Valencia,"39.46339,-0.36877",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1084829744538762878,"Alojamiento entero: vivienda en València, España",Valencia,"39.46524,-0.33091",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,3 baños,3 camas,6 viajeros
1086168810481746096,"Habitación privada en: piso en València, España",Valencia,"39.472114,-0.396044",21 €,21 €,"5,0",3 evaluaciones,1 dormitorio,1 baño,No especificado,1 viajero
1147750626348882839,"Alojamiento entero: piso en Valencia, España",Valencia,"39.4505,-0.3735",116 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
28971669,"Habitación en València, España",Valencia,"39.47376,-0.38055",35 €,36 €,"4,80",240 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
22093727,"Habitación en València, España",Valencia,"39.48574,-0.35631",No disponible en Octubre,32 €,"4,88",78 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
844115241315820356,"Alojamiento entero: piso en València, España",Valencia,"39.464608,-0.342277",140 €,177 €,"4,71",14 evaluaciones,3 dormitorios,2 baños,4 camas,6 viajeros
49332392,"Alojamiento entero: piso en València, España",Valencia,"39.47976,-0.37993",160 €,170 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
785971133185009634,"Habitación en València, España",Valencia,"39.4609,-0.3721",No disponible en Octubre,No disponible en Agosto,"4,73",52 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
816598793067897036,"Habitación en Mislata, España",Valencia,"39.477521,-0.41852",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
842617138808615675,"Habitación en València, España",Valencia,"39.454343,-0.36715",29 €,32 €,"4,70",96 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
732296623113125929,"Alojamiento entero: piso en València, España",Valencia,"39.4714,-0.3785",No disponible en Octubre,156 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,4 viajeros
994998810622160095,"Alojamiento entero: loft en València, España",Valencia,"39.4654,-0.3311",130 €,No disponible en Agosto,Sin valoraciones,Política de Cookies,2 dormitorios,2 baños,3 camas,4 viajeros
901548886412242438,"Habitación en València, España",Valencia,"39.46597,-0.36834",36 €,No disponible en Agosto,"4,75",16 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
574763399159543272,"Habitación en Mislata, España",Valencia,"39.4746,-0.41793",No disponible en Octubre,No disponible en Agosto,"4,50",50 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1075325617413521826,"Habitación en València, España",Valencia,"39.4964,-0.379135",26 €,No disponible en Agosto,"4,75",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
995475653094379198,"Alojamiento entero: vivienda en València, España",Valencia,"39.475359,-0.333567",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Política de Cookies,5 dormitorios,2 baños,8 camas,3 viajeros
681746089780169924,"Habitación en València, España",Valencia,"39.44616,-0.3356",No disponible en Octubre,No disponible en Agosto,"4,70",43 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
23448418,"Habitación en València, España",Valencia,"39.45875,-0.39054",45 €,45 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1018046297530453337,"Habitación en València, España",Valencia,"39.4507,-0.3852",42 €,42 €,Sin valoraciones,2 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
25050412,"Alojamiento entero: piso en València, España",Valencia,"39.46331,-0.37337",70 €,133 €,"4,56",94 evaluaciones,2 dormitorios,1 baño,5 camas,4 viajeros
54179107,"Habitación en hotel boutique en València, España",Valencia,"39.47128,-0.37137",48 €,No disponible en Agosto,Sin valoraciones,1 evaluación,1 dormitorio,1 baño privado,1 cama,2 viajeros
23612407,"Alojamiento entero: piso en València, España",Valencia,"39.46103,-0.37853",No disponible en Octubre,No disponible en Agosto,"4,80",45 evaluaciones,2 dormitorios,5 baños,3 camas,4 viajeros
927544461556716680,"Alojamiento entero: loft en València, España",Valencia,"39.4969,-0.3837",No disponible en Octubre,No disponible en Agosto,"4,83",12 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
1055628895986478065,"Habitación en València, España",Valencia,"39.46642,-0.344931",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1094775447644770725,"Habitación en València, España",Valencia,"39.46753,-0.37649",206 €,206 €,"4,63",16 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
52055155,"Alojamiento entero: piso en València, España",Valencia,"39.47157,-0.37444",177 €,259 €,"4,40",30 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1136713475315111209,"Habitación en València, España",Valencia,"39.4507,-0.3852",27 €,29 €,Nuevo,1 evaluación,2 dormitorios,baño compartido,No especificado,No especificado
1107201890694603855,"Alojamiento entero: piso en València, España",Valencia,"39.4671,-0.3785",91 €,No disponible en Agosto,"4,17",6 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
17636833,"Alojamiento entero: loft en València, España",Valencia,"39.48669,-0.3756",57 €,73 €,"4,59",148 evaluaciones,1 dormitorio,5 baños,4 camas,2 viajeros
1130957273569306803,"Alojamiento entero: piso en València, España",Valencia,"39.466329,-0.330301",281 €,500 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,2 camas,8 viajeros
28092199,"Habitación en València, España",Valencia,"39.46115,-0.39569",No disponible en Octubre,No disponible en Agosto,"4,38",13 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
644704894555267396,"Alojamiento entero: piso en València, España",Valencia,"39.45446,-0.38913",No disponible en Octubre,No disponible en Agosto,"4,77",56 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
5367153,"Alojamiento entero: loft en Tavernes Blanques, España",Valencia,"39.50813,-0.36768",No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,2 camas,4 viajeros
12042069,"Alojamiento entero: piso en Valencia, España",Valencia,"39.47171,-0.37745",95 €,120 €,"4,43",180 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1123002461272267965,"Alojamiento entero: piso en València, España",Valencia,"39.4641,-0.335",99 €,130 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,4 viajeros
1130959676966202372,"Alojamiento entero: piso en València, España",Valencia,"39.466697,-0.332211",188 €,325 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,4 viajeros
1148202107353678338,"Habitación en València, España",Valencia,"39.4545,-0.3866",55 €,50 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,2 camas,No especificado
784877493451645956,"Habitación en València, España",Valencia,"39.49559,-0.378347",35 €,No disponible en Agosto,"4,86",7 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
597519247135035582,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.472641,-0.352641",123 €,No disponible en Agosto,"3,72",47 evaluaciones,3 dormitorios,1 baño,3 camas,4 viajeros
50997593,"Alojamiento entero: loft en Valencia, España",Valencia,"39.47227,-0.3778",80 €,95 €,"4,53",110 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
2000011,"Alojamiento entero: loft en Valencia, España",Valencia,"39.47494,-0.38946",73 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1099203902412889144,"Alojamiento entero: loft en València, España",Valencia,"39.4623,-0.395",83 €,110 €,"4,88",8 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1116696961919680461,"Alojamiento entero: piso en València, España",Valencia,"39.465,-0.3417",96 €,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,1 baño,2 camas,4 viajeros
1096645560499758859,"Habitación en València, España",Valencia,"39.4708,-0.3548",No disponible en Octubre,48 €,"4,53",19 evaluaciones,1 dormitorio,baño compartido,2 camas,No especificado
1041464244457426784,"Alojamiento entero: piso en València, España",Valencia,"39.492071,-0.380832",119 €,No disponible en Agosto,"4,32",22 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
24778783,"Alojamiento entero: apto. residencial en València, España",Valencia,"39.47671,-0.35252",123 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,4 viajeros
